title,label1,label2,label3,label4,label5
On the semi-continuity problem of normalized volumes of singularities,,,,,
Non-Generic Unramified Representations in Metaplectic Covering Groups,,,,,
A Generalization of Convolutional Neural Networks to Graph-Structured Data,CSC,,STA,,
Implications of right-handed neutrinos in $B-L$ extended standard model with scalar dark matter,,PHY,,,
Robust Adversarial Reinforcement Learning,CSC,,,,
Dynamic behaviour of Multilamellar Vesicles under Poiseuille flow,,PHY,,,
Approximate fixed points and B-amenable groups,,,,,
Radiation hardness of small-pitch 3D pixel sensors up to HL-LHC fluences,,PHY,,,
Simulating Cosmic Microwave Background anisotropy measurements for Microwave Kinetic Inductance Devices,,PHY,,,
Optimized State Space Grids for Abstractions,CSC,,,,
Dictionary Learning and Sparse Coding-based Denoising for High-Resolution Task Functional Connectivity MRI Analysis,CSC,,STA,,
Optimal control of a Vlasov-Poisson plasma by an external magnetic field - The basics for variational calculus,,,,,
Lensless Photography with only an image sensor,CSC,PHY,,,
Truth-Telling Mechanism for Secure Two-Way Relay Communications with Energy-Harvesting Revenue,CSC,,,,
Prediction of Individual Outcomes for Asthma Sufferers,,,STA,,
Bayesian Probabilistic Numerical Methods,CSC,,STA,,
The evolution of the temperature field during cavity collapse in liquid nitromethane. Part II: Reactive case,,PHY,,,
Quantile Regression for Qualifying Match of GEFCom2017 Probabilistic Load Forecasting,,,STA,,
Strong Local Nondeterminism of Spherical Fractional Brownian Motion,,,STA,,
Sparse Named Entity Classification using Factorization Machines,CSC,,,,
Exploration of Large Networks with Covariates via Fast and Universal Latent Space Model Fitting,CSC,,STA,,
Distant Supervision for Topic Classification of Tweets in Curated Streams,CSC,,,,
Relationship Maintenance in Software Language Repositories,CSC,,,,
The Emptiness Problem for Valence Automata over Graph Monoids,CSC,,,,
On the Optimization Landscape of Tensor Decompositions,CSC,,STA,,
Estimate of Joule Heating in a Flat Dechirper,,PHY,,,
Accurate Kernel Learning for Linear Gaussian Markov Processes using a Scalable Likelihood Computation,,,STA,,
Near-Optimal Discrete Optimization for Experimental Design: A Regret Minimization Approach,CSC,,STA,,
Positive semi-definite embedding for dimensionality reduction and out-of-sample extensions,CSC,,STA,,
Bounded Projective Functions and Hyperbolic Metrics with Isolated Singularities,,,,,
A State-Space Approach to Dynamic Nonnegative Matrix Factorization,CSC,,STA,,
Active Inductive Logic Programming for Code Search,CSC,,,,
"Dense families of modular curves, prime numbers and uniform symmetric tensor rank of multiplication in certain finite fields",,,,,
Continued fraction algorithms and Lagrange's theorem in ${\mathbb Q}_p$,,,,,
Scaling and bias codes for modeling speaker-adaptive DNN-based speech synthesis systems,CSC,,STA,,
Bayesian Network Regularized Regression for Modeling Urban Crime Occurrences,,,STA,,
Similarity forces and recurrent components in human face-to-face interaction networks,CSC,,,,
CELLO-3D: Estimating the Covariance of ICP in the Real World,CSC,,,,
Projection Theorems Using Effective Dimension,CSC,,,,
Exotic pairing symmetry of interacting Dirac fermions on a $π$ flux lattice,,PHY,,,
Learning Causal Structures Using Regression Invariance,CSC,,STA,,
Linear Exponential Comonads without Symmetry,CSC,,,,
Multi-speaker Recognition in Cocktail Party Problem,CSC,,,,
A DIRT-T Approach to Unsupervised Domain Adaptation,,,STA,,
Robust valley polarization of helium ion modified atomically thin MoS$_{2}$,,PHY,,,
Sustained sensorimotor control as intermittent decisions about prediction errors: Computational framework and application to ground vehicle steering,CSC,,,,
"COLOSSUS: A python toolkit for cosmology, large-scale structure, and dark matter halos",,PHY,,,
Generalized Similarity U: A Non-parametric Test of Association Based on Similarity,,,STA,QBY,
Hydra: An Accelerator for Real-Time Edge-Aware Permeability Filtering in 65nm CMOS,CSC,,,,
Non-Convex Weighted Lp Nuclear Norm based ADMM Framework for Image Restoration,CSC,,,,
A Contextual Bandit Approach for Stream-Based Active Learning,CSC,,,,
"Localization of ions within one-, two- and three-dimensional Coulomb crystals by a standing wave optical potential",,PHY,,,
Joint Modeling of Event Sequence and Time Series with Attentional Twin Recurrent Neural Networks,CSC,,,,
Low Auto-correlation Binary Sequences explored using Warning Propagation,,PHY,,,
Estimation of the marginal expected shortfall under asymptotic independence,,,STA,,
Downgrade Attack on TrustZone,CSC,,,,
Robust Inference under the Beta Regression Model with Application to Health Care Studies,,,STA,,
PageRank in Undirected Random Graphs,,,,,
Room temperature line lists for CO\2 symmetric isotopologues with \textit{ab initio} computed intensities,,PHY,,,
The GIT moduli of semistable pairs consisting of a cubic curve and a line on ${\mathbb P}^{2}$,,,,,
On the Genus of the Moonshine Module,,,,,
A Deep Learning-based Reconstruction of Cosmic Ray-induced Air Showers,,PHY,,,
The unexpected resurgence of Weyl geometry in late 20-th century physics,,PHY,,,
Discrete Dynamic Causal Modeling and Its Relationship with Directed Information,,,STA,,
Two-step approach to scheduling quantum circuits,CSC,,,,
A Study of the Allan Variance for Constant-Mean Non-Stationary Processes,,,STA,,
Foresight: Recommending Visual Insights,CSC,,,,
Fast Stochastic Variance Reduced ADMM for Stochastic Composition Optimization,CSC,,STA,,
Hierarchical Behavioral Repertoires with Unsupervised Descriptors,CSC,,,,
Indirect Image Registration with Large Diffeomorphic Deformations,CSC,,,,
Morphological estimators on Sunyaev--Zel'dovich maps of MUSIC clusters of galaxies,,PHY,,,
Hierarchy of exchange interactions in the triangular-lattice spin-liquid YbMgGaO$_{4}$,,PHY,,,
Pulsar braking and the P-Pdot diagram,,PHY,,,
Uniqueness of stable capillary hypersurfaces in a ball,,,,,
A Potential Recoiling Supermassive Black Hole CXO J101527.2+625911,,PHY,,,
WLAN Performance Analysis Ibrahim Group of industries Faisalabad Pakistan,CSC,,,,
Archetypes for Representing Data about the Brazilian Public Hospital Information System and Outpatient High Complexity Procedures System,CSC,,,,
Global linear convergent algorithm to compute the minimum volume enclosing ellipsoid,,,,,
Asymptotic behavior of memristive circuits and combinatorial optimization,CSC,PHY,,,
Contrasting information theoretic decompositions of modulatory and arithmetic interactions in neural information processing systems,,,STA,QBY,
Recommendations for Marketing Campaigns in Telecommunication Business based on the footprint analysis,CSC,,,,
Enhancing The Reliability of Out-of-distribution Image Detection in Neural Networks,CSC,,STA,,
Two-fermion Bethe-Salpeter Equation in Minkowski Space: the Nakanishi Way,,PHY,,,
"Fractional Laplacians on the sphere, the Minakshisundaram zeta function and semigroups",,,,,
Nef partitions for codimension 2 weighted complete intersections,,,,,
Integrating sentiment and social structure to determine preference alignments: The Irish Marriage Referendum,CSC,PHY,,,
Tailoring symmetric metallic and magnetic edge states of nanoribbon in semiconductive monolayer PtS2,,PHY,,,
The Ramsey theory of the universal homogeneous triangle-free graph,,,,,
Restriction of representations of metaplectic $GL_{2}(F)$ to tori,,,,,
Five-dimensional Perfect Simplices,,,,,
Quantum Fluctuations in Mesoscopic Systems,,PHY,,,
Big Data Model Simulation on a Graph Database for Surveillance in Wireless Multimedia Sensor Networks,CSC,,,,
EmbedJoin: Efficient Edit Similarity Joins via Embeddings,CSC,,,,
Construction of curve pairs and their applications,,,,,
Solution of linear ill-posed problems by model selection and aggregation,,,,,
Simulation studies for dielectric wakefield programme at CLARA facility,,PHY,,,
"Long-range dynamical magnetic order and spin tunneling in the cooperative paramagnetic states of the pyrochlore analogous spinel antiferromagnets CdYb2X4 (X = S, Se)",,PHY,,,
The Frobenius morphism in invariant theory,,,,,
A General Probabilistic Approach for Quantitative Assessment of LES Combustion Models,,PHY,,,
Sentiment Analysis by Joint Learning of Word Embeddings and Classifier,CSC,,STA,,
Normal-state Properties of a Unitary Bose-Fermi Mixture: A Combined Strong-coupling Approach with Universal Thermodynamics,,PHY,,,
A glass-box interactive machine learning approach for solving NP-hard problems with the human-in-the-loop,CSC,,STA,,
Verification Studies for the Noh Problem using Non-ideal Equations of State and Finite Strength Shocks,CSC,PHY,,,
Motivic zeta functions and infinite cyclic covers,,,,,
"End-to-end semantic face segmentation with conditional random fields as convolutional, recurrent and adversarial networks",CSC,,,,
Bayesian Coreset Construction via Greedy Iterative Geodesic Ascent,,,STA,,
Practical Bayesian optimization in the presence of outliers,CSC,,STA,,
Is there any polynomial upper bound for the universal labeling of graphs?,CSC,,,,
An Empirical Study on Team Formation in Online Games,CSC,,,,
Nematic superconductivity in Cu$_{x}$Bi$_{2}$Se$_{3}$: The surface Andreev bound states,,PHY,,,
The structure of a minimal $n$-chart with two crossings II: Neighbourhoods of $Γ_1\cupΓ_{n-1}$,,,,,
Generating Shared Latent Variables for Robots to Imitate Human Movements and Understand their Physical Limitations,CSC,,,,
Superconvergence analysis of linear FEM based on the polynomial preserving recovery and Richardson extrapolation for Helmholtz equation with high wave number,,,,,
Semi-blind source separation with multichannel variational autoencoder,,,STA,,
Quantitative characterization of pore structure of several biochars with 3D imaging,,PHY,,,
First-principles-based method for electron localization: Application to monolayer hexagonal boron nitride,,PHY,,,
Compressed H$_3$S: inter-sublattice Coulomb coupling in a high-$\textit{T}$$_C$ superconductor,,PHY,,,
A physiology--based parametric imaging method for FDG--PET data,,PHY,,,
Item Recommendation with Evolving User Preferences and Experience,CSC,,STA,,
On some integrals of Hardy,,,,,
Complexity of short generating functions,CSC,,,,
Finite-Size Effects in Non-Neutral Two-Dimensional Coulomb Fluids,,PHY,,,
Type Safe Redis Queries: A Case Study of Type-Level Programming in Haskell,CSC,,,,
Ground state solutions for a nonlinear Choquard equation,,,,,
Ultrashort dark solitons interactions and nonlinear tunneling in the modified nonlinear Schrödinger equation with variable coefficients,,PHY,,,
Long-range p-d exchange interaction in a ferromagnet-semiconductor Co/CdMgTe/CdTe quantum well hybrid structure,,PHY,,,
Parsec-scale Faraday rotation and polarization of 20 active galactic nuclei jets,,PHY,,,
Positive scalar curvature and connected sums,,,,,
Optical computing by injection-locked lasers,CSC,,,,
On the joint asymptotic distribution of the restricted estimators in multivariate regression model,,,STA,,
"Rotational spectroscopy, tentative interstellar detection, and chemical modelling of N-methylformamide",,PHY,,,
Dynamic anisotropy in MHD turbulence induced by mean magnetic field,,PHY,,,
Dealing with the exponential wall in electronic structure calculations,,PHY,,,
Influence maximization on correlated networks through community identification,CSC,PHY,,,
Conformal metrics with prescribed fractional scalar curvature on conformal infinities with positive fractional Yamabe constants,,,,,
A Short Review of Ethical Challenges in Clinical Natural Language Processing,CSC,,,,
kd-switch: A Universal Online Predictor with an application to Sequential Two-Sample Testing,CSC,,STA,,
A Heat Equation on some Adic Completions of Q and Ultrametric Analysis,,,,,
A simple alteration of the peridynamics correspondence principle to eliminate zero-energy deformation,,PHY,,,
Interpretable Active Learning,CSC,,STA,,
Orbital-Free Density-Functional Theory Simulations of Displacement Cascade in Aluminum,,PHY,,,
Binary systems with an RR Lyrae component - progress in 2016,,PHY,,,
Covering and tiling hypergraphs with tight cycles,,,,,
DNA methylation markers to assess biological age,,,,QBY,
Towards Building an Intelligent Anti-Malware System: A Deep Learning Approach using Support Vector Machine (SVM) for Malware Classification,,,STA,,
Exponential profiles from stellar scattering off interstellar clumps and holes in dwarf galaxy discs,,PHY,,,
Visualizations for an Explainable Planning Agent,CSC,,,,
Generative adversarial interpolative autoencoding: adversarial training on latent space interpolations encourage convex latent distributions,,,STA,,
Attribute-Guided Face Generation Using Conditional CycleGAN,CSC,,STA,,
Objective-Reinforced Generative Adversarial Networks (ORGAN) for Sequence Generation Models,CSC,,STA,,
Pluripotential theory on the support of closed positive currents and applications to dynamics in $\mathbb{C}^n$,,,,,
Inconsistency of Measure-Theoretic Probability and Random Behavior of Microscopic Systems,,,,,
Robustness of Quasiparticle Interference Test for Sign-changing Gaps in Multiband Superconductors,,PHY,,,
Adaptive User Perspective Rendering for Handheld Augmented Reality,CSC,,,,
A distributed primal-dual algorithm for computation of generalized Nash equilibria with shared affine coupling constraints via operator splitting methods,CSC,,,,
Inverse dynamic and spectral problems for the one-dimensional Dirac system on a finite tree,,,,,
Extensions of isomorphisms of subvarieties in flexile varieties,,,,,
Frequentist coverage and sup-norm convergence rate in Gaussian process regression,,,STA,,
Most Probable Evolution Trajectories in a Genetic Regulatory System Excited by Stable Lévy Noise,,,,QBY,
Simplified derivation of the collision probability of two objects in independent Keplerian orbits,,PHY,,,
Optically Coupled Methods for Microwave Impedance Microscopy,,PHY,,,
Generalized feedback vertex set problems on bounded-treewidth graphs: chordality is the key to single-exponential parameterized algorithms,CSC,,,,
Electron-phonon coupling mechanisms for hydrogen-rich metals at high pressure,,PHY,,,
Competitive Equilibrium For almost All Incomes,CSC,,,,
"Converting of algebraic Diophantine equations to a diagonal form with the help of an integer non-orthogonal transformation, maintaining the asymptotic behavior of the number of its integer solutions",,,,,
A Deep Learning Approach with an Attention Mechanism for Automatic Sleep Stage Classification,,,,QBY,
Laser Wakefield Accelerators,,PHY,,,
Permutation complexity of images of Sturmian words by marked morphisms,CSC,,,,
"Three principles of data science: predictability, computability, and stability (PCS)",CSC,,STA,,
The Elasticity of Puiseux Monoids,,,,,
Barcode Embeddings for Metric Graphs,,,,,
On the extremal extensions of a non-negative Jacobi operator,,,,,
Note on the geodesic Monte Carlo,,,STA,,
Google Scholar and the gray literature: A reply to Bonato's review,CSC,,,,
A Next-Best-Smell Approach for Remote Gas Detection with a Mobile Robot,CSC,,,,
KZ-Calogero correspondence revisited,,PHY,,,
Spectral up- and downshifting of Akhmediev breathers under wind forcing,,PHY,,,
High Rate LDPC Codes from Difference Covering Arrays,CSC,,,,
Bootstrapping spectral statistics in high dimensions,,,STA,,
On parabolic subgroups of Artin-Tits groups of spherical type,,,,,
A statistical test for the Zipf's law by deviations from the Heaps' law,,,STA,,
Weakly Supervised Classification in High Energy Physics,,PHY,STA,,
Profit Driven Decision Trees for Churn Prediction,CSC,,STA,,
Carrier loss mechanisms in textured crystalline Si-based solar cells,,PHY,,,
The generating function for the Airy point process and a system of coupled Painlevé II equations,,,,,
Gradient-based Training of Slow Feature Analysis by Differentiable Approximate Whitening,,,STA,,
Quantum Critical Behavior in the Asymptotic Limit of High Disorder: Entropy Stabilized NiCoCr0.8 Alloys,,PHY,,,
Multilayer Network Modeling of Integrated Biological Systems,,,,QBY,
"Fast, Autonomous Flight in GPS-Denied and Cluttered Environments",CSC,,,,
Accumulation Bit-Width Scaling For Ultra-Low Precision Training Of Deep Networks,CSC,,STA,,
The Berkovich realization for rigid analytic motives,,,,,
Rates of estimation for determinantal point processes,,,STA,,
Negative refraction in Weyl semimetals,,PHY,,,
Towards Object Life Cycle-Based Variant Generation of Business Process Models,CSC,,,,
Detection of sub-MeV Dark Matter with Three-Dimensional Dirac Materials,,PHY,,,
Formation of Local Resonance Band Gaps in Finite Acoustic Metamaterials: A Closed-form Transfer Function Model,,PHY,,,
Online Multi-Label Classification: A Label Compression Method,,,STA,,
Mutual Alignment Transfer Learning,CSC,,,,
Tangent: Automatic differentiation using source-code transformation for dynamically typed array programming,CSC,,,,
Scalar and Tensor Parameters for Importing Tensor Index Notation including Einstein Summation Notation,CSC,,,,
Evidence for coherent spicule oscillations by correcting Hinode/SOT Ca II H in the southeast limb of the Sun,,PHY,,,
Dynamics and transverse relaxation of an unconventional spin-rotation mode in a two-dimensional strongly magnetized electron gas,,PHY,,,
Opinion diversity and community formation in adaptive networks,CSC,PHY,,,
On the local and global comparison of generalized Bajraktarević means,,,,,
Torsion of elliptic curves and unlikely intersections,,,,,
BoostJet: Towards Combining Statistical Aggregates with Neural Embeddings for Recommendations,CSC,,STA,,
Fixed points of diffeomorphisms on nilmanifolds with a free nilpotent fundamental group,,,,,
Offloading Execution from Edge to Cloud: a Dynamic Node-RED Based Approach,CSC,,,,
A nested sampling code for targeted searches for continuous gravitational waves from pulsars,,PHY,,,
Using Big Data to Enhance the Bosch Production Line Performance: A Kaggle Challenge,CSC,,,,
Golden Elliptical Orbits in Newtonian Gravitation,,PHY,,,
Learning Sparse Adversarial Dictionaries For Multi-Class Audio Classification,CSC,,,,
Matter-wave solutions in the Bose-Einstein condensates with the harmonic and Gaussian potentials,,PHY,,,
Histogram Transform-based Speaker Identification,CSC,,STA,,
Towards self-adaptable robots: from programming to training machines,CSC,,,,
Incidence Results and Bounds of Trilinear and Quadrilinear Exponential Sums,,,,,
"Comment on ""Kinetic decoupling of WIMPs: Analytic expressions""",,PHY,,,
Dimension preserving resolutions of singularities of Poisson structures,,,,,
Comparison of hidden Markov chain models and hidden Markov random field models in estimation of computed tomography images,,,STA,,
Spin-charge split pairing in underdoped cuprate superconductors: support from low-$T$ specific heat,,PHY,,,
Iterative Amortized Inference,,,STA,,
Rethinking probabilistic prediction in the wake of the 2016 U.S. presidential election,,,STA,,
$L^1$ solutions to one-dimensional BSDEs with sublinear growth generators in $z$,,,,,
Magnifying the early episodes of star formation: super star clusters at cosmological distances,,PHY,,,
Ergodicity of a system of interacting random walks with asymmetric interaction,,,,,
Extreme value statistics for censored data with heavy tails under competing risks,,,STA,,
"Response to ""Counterexample to global convergence of DSOS and SDSOS hierarchies""",CSC,,STA,,
Thermal memristor and neuromorphic networks for manipulating heat flow,,PHY,,,
Asymptotic Distribution and Simultaneous Confidence Bands for Ratios of Quantile Functions,,,STA,,
A Topological proof that $O_2$ is $2$-MCFL,CSC,,,,
Projected Variational Integrators for Degenerate Lagrangian Systems,,PHY,,,
Boosted Generative Models,CSC,,STA,,
The Geometry of Strong Koszul Algebras,,,,,
Overlapping community detection using superior seed set selection in social networks,CSC,,,,
Debugging Transactions and Tracking their Provenance with Reenactment,CSC,,,,
How LinkedIn Economic Graph Bonds Information and Product: Applications in LinkedIn Salary,CSC,,,,
Fast quantum logic gates with trapped-ion qubits,,PHY,,,
Generative Adversarial Network based Autoencoder: Application to fault detection problem for closed loop dynamical systems,,,STA,,
"Non-Asymptotic Rates for Manifold, Tangent Space, and Curvature Estimation",,,STA,,
Learning to Optimize Neural Nets,CSC,,STA,,
A space-time finite element method for neural field equations with transmission delays,,,,,
Notes on complexity of packing coloring,CSC,,,,
Predicting Positive and Negative Links with Noisy Queries: Theory & Practice,CSC,,,,
Simulating a Topological Transition in a Superconducting Phase Qubit by Fast Adiabatic Trajectories,,PHY,,,
Improved Absolute Frequency Measurement of the 171Yb Optical Lattice Clock at KRISS Relative to the SI Second,,PHY,,,
Theoretical properties of quasi-stationary Monte Carlo methods,,,STA,,
A Hilbert Space of Stationary Ergodic Processes,,,STA,,QFI
Total variation regularized non-negative matrix factorization for smooth hyperspectral unmixing,,,,,
Efficient Antihydrogen Detection in Antimatter Physics by Deep Learning,CSC,PHY,,,
Spin controlled atom-ion inelastic collisions,,PHY,,,
Nonparametric Cusum Charts for Angular Data with Applications in Health Science and Astrophysics,,,STA,,
Origin of Weak Turbulence in the Outer Regions of Protoplanetary Disks,,PHY,,,
Real-time Monocular Visual Odometry for Turbid and Dynamic Underwater Environments,CSC,,,,
Casper the Friendly Finality Gadget,CSC,,,,
Rating Protocol Design for Extortion and Cooperation in the Crowdsourcing Contest Dilemma,CSC,,,,
Form factors of local operators in supersymmetric quantum integrable models,,,,,
On the $E$-polynomial of parabolic $\mathrm{Sp}_{2n}$-character varieties,,,,,
Goldstone and Higgs Hydrodynamics in the BCS-BEC Crossover,,PHY,,,
A note on knot concordance and involutive knot Floer homology,,,,,
$M$-QAM Precoder Design for MIMO Directional Modulation Transceivers,CSC,,,,
Ivanov-Regularised Least-Squares Estimators over Large RKHSs and Their Interpolation Spaces,,,STA,,
Using Ice and Dust Lines to Constrain the Surface Densities of Protoplanetary Disks,,PHY,,,
Quaternionic Projective Bundle Theorem and Gysin Triangle in MW-Motivic Cohomology,,,,,
Green function for linearized Navier-Stokes around a boundary layer profile: near critical layers,,,,,
Summary of a Literature Review in Scalability of QoS-aware Service Composition,CSC,,,,
"Interacting superradiance samples: modified intensities and timescales, and frequency shifts",,PHY,,,
An optimal XP algorithm for Hamiltonian cycle on graphs of bounded clique-width,CSC,,,,
On the functional window of the avian compass,,PHY,,,
Automated text summarisation and evidence-based medicine: A survey of two domains,CSC,,,,
Generalized Moran sets Generated by Step-wise Adjustable Iterated Function Systems,,PHY,,,
On the lateral instability analysis of MEMS comb-drive electrostatic transducers,,PHY,,,
Isospectrality For Orbifold Lens Spaces,,,,,
How Wrong Am I? - Studying Adversarial Examples and their Impact on Uncertainty in Gaussian Process Machine Learning Models,CSC,,STA,,
Energy Efficient Adaptive Network Coding Schemes for Satellite Communications,CSC,,,,
DCCO: Towards Deformable Continuous Convolution Operators,CSC,,,,
Multitarget search on complex networks: A logarithmic growth of global mean random cover time,CSC,PHY,,,
New X-ray bound on density of primordial black holes,,PHY,,,
Hierarchical Clustering with Prior Knowledge,,,STA,,
Physics Informed Deep Learning (Part II): Data-driven Discovery of Nonlinear Partial Differential Equations,CSC,,STA,,
The HoTT reals coincide with the Escardó-Simpson reals,CSC,,,,
Noise2Noise: Learning Image Restoration without Clean Data,,,STA,,
Simple Root Cause Analysis by Separable Likelihoods,,,STA,,
Jeffrey's prior sampling of deep sigmoidal networks,CSC,PHY,,,
Computing the quality of the Laplace approximation,,,STA,,
Correlations between thresholds and degrees: An analytic approach to model attacks and failure cascades,,PHY,,,
Faster Learning by Reduction of Data Access Time,,,STA,,
Optimal Control for Constrained Coverage Path Planning,CSC,,,,
ScaleSimulator: A Fast and Cycle-Accurate Parallel Simulator for Architectural Exploration,CSC,,,,
Annihilating wild kernels,,,,,
Trading the Twitter Sentiment with Reinforcement Learning,CSC,,,,
Kahler-Einstein metrics and algebraic geometry,,,,,
Hemihelical local minimizers in prestrained elastic bi-strips,,,,,
AspEm: Embedding Learning by Aspects in Heterogeneous Information Networks,CSC,,,,
Nonlinear Information Bottleneck,CSC,,STA,,
Top-k Overlapping Densest Subgraphs: Approximation and Complexity,CSC,,,,
The energy-momentum tensor of electromagnetic fields in matter,,PHY,,,
Pinhole induced efficiency variation in perovskite solar cells,,PHY,,,
An Overview of Robust Subspace Recovery,,,STA,,
Tuning Free Orthogonal Matching Pursuit,CSC,,STA,,
New constructions of MDS codes with complementary duals,CSC,,,,
Porosity and regularity in metric measure spaces,,,,,
Strong-coupling superconductivity induced by calcium intercalation in bilayer transition-metal dichalcogenides,,PHY,,,
Interval-type theorems concerning quasi-arithmetic means,,,,,
Integrable flows between exact CFTs,,PHY,,,
Beyond Shared Hierarchies: Deep Multitask Learning through Soft Layer Ordering,CSC,,STA,,
Relational Algebra for In-Database Process Mining,CSC,,,,
Global existence for the nonlinear fractional Schrödinger equation with fractional dissipation,,,,,
Statistical properties of an enstrophy conserving discretisation for the stochastic quasi-geostrophic equation,,PHY,,,
Conditional Optimal Stopping: A Time-Inconsistent Optimization,,,,,QFI
Principles for optimal cooperativity in allosteric materials,,PHY,,,
Improved electronic structure and magnetic exchange interactions in transition metal oxides,,PHY,,,
Test of SensL SiPM coated with NOL-1 wavelength shifter in liquid xenon,,PHY,,,
Neon2: Finding Local Minima via First-Order Oracles,CSC,,STA,,
Geometrical Insights for Implicit Generative Modeling,CSC,,STA,,
Simple Countermeasures to Mitigate the Effect of Pollution Attack in Network Coding Based Peer-to-Peer Live Streaming,CSC,,,,
Small-scale structure and the Lyman-$α$ forest baryon acoustic oscillation feature,,PHY,,,
Scale-dependent perturbations finally detectable by future galaxy surveys and their contribution to cosmological model selection,,PHY,,,
InfoCatVAE: Representation Learning with Categorical Variational Autoencoders,,,STA,,
Quadratic twists of abelian varieties and disparity in Selmer ranks,,,,,
From acquaintance to best friend forever: robust and fine-grained inference of social tie strengths,CSC,,,,
Conditional bias robust estimation of the total of curve data by sampling in a finite population: an illustration on electricity load curves,,,STA,,
Ulrich bundles on smooth projective varieties of minimal degree,,,,,
$k$-shellable simplicial complexes and graphs,,,,,
The Effect of Phasor Measurement Units on the Accuracy of the Network Estimated Variables,CSC,,,,
$ε$-Regularity and Structure of 4-dimensional Shrinking Ricci Solitons,,,,,
Cosmological model discrimination with Deep Learning,,PHY,STA,,
Deep Memory Networks for Attitude Identification,CSC,,,,
Discrete flow posteriors for variational inference in discrete dynamical systems,,,STA,QBY,
Audio Super Resolution using Neural Networks,CSC,,,,
Thermoelectric power factor enhancement by spin-polarized currents - a nanowire case study,,PHY,,,
Risk-Sensitive Cooperative Games for Human-Machine Systems,CSC,,STA,,
A natural framework for isogeometric fluid-structure interaction based on BEM-shell coupling,,PHY,,,
Inertial Effects on the Stress Generation of Active Fluids,,PHY,,,
On Gauge Invariance and Covariant Derivatives in Metric Spaces,,PHY,,,
A Compressed Sensing Approach for Distribution Matching,,,STA,,
A simple descriptor and predictor for the stable structures of two-dimensional surface alloys,,PHY,,,
Fractional integrals and Fourier transforms,,,,,
Multi-Level Network Embedding with Boosted Low-Rank Matrix Approximation,CSC,,STA,,
"Deviation from the dipole-ice model in the new spinel spin-ice candidate, MgEr$_2$Se$_4$",,PHY,,,
Generating Nontrivial Melodies for Music as a Service,CSC,,,,
Vision and Challenges for Knowledge Centric Networking (KCN),CSC,,,,
Extracting Geometry from Quantum Spacetime: Obstacles down the road,,PHY,,,
Data-Driven Estimation of Travel Latency Cost Functions via Inverse Optimization in Multi-Class Transportation Networks,CSC,,,,
Autoencoder Based Sample Selection for Self-Taught Learning,,,STA,,
Guiding Chemical Synthesis: Computational Prediction of the Regioselectivity of CH Functionalization,,PHY,,,
Potential-Function Proofs for First-Order Methods,CSC,,,,
Multidimensional $p$-adic continued fraction algorithms,,,,,
Shutting down or powering up a (U)LIRG? Merger components in distinctly different evolutionary states in IRAS 19115-2124 (The Bird),,PHY,,,
Asymptotics to all orders of the Hurwitz zeta function,,,,,
Distributed Stochastic Approximation with Local Projections,CSC,,,,
Expected Policy Gradients,CSC,,STA,,
A new Hysteretic Nonlinear Energy Sink (HNES),,PHY,,,
Ultra-Low Noise Amplifier Design for Magnetic Resonance Imaging systems,,PHY,,,
Virtual Astronaut for Scientific Visualization - A Prototype for Santa Maria Crater on Mars,CSC,PHY,,,
Self-Supervised Generalisation with Meta Auxiliary Learning,CSC,,STA,,
Measuring High-Energy Spectra with HAWC,,PHY,,,
A Study on Arbitrarily Varying Channels with Causal Side Information at the Encoder,CSC,,,,
On the Three Properties of Stationary Populations and knotting with Non-Stationary Populations,,,,QBY,
Generating and designing DNA with deep generative models,CSC,,STA,,
Radon background in liquid xenon detectors,,PHY,,,
Minimax Regret Bounds for Reinforcement Learning,CSC,,STA,,
Asymptotic Theory for the Maximum of an Increasing Sequence of Parametric Functions,,,STA,,
Resilient Active Information Gathering with Mobile Robots,CSC,,STA,,
Optical properties of a four-layer waveguiding nanocomposite structure in near-IR regime,,PHY,,,
High Dimensional Structured Superposition Models,CSC,,STA,,
Source Forager: A Search Engine for Similar Source Code,CSC,,,,
Crossmatching variable objects with the Gaia data,,PHY,,,
A New Test of Multivariate Nonlinear Causality,,,STA,,
"Nonlinear dynamics of polar regions in paraelectric phase of (Ba1-x,Srx)TiO3 ceramics",,PHY,,,
Nonlinear Modal Decoupling Based Power System Transient Stability Analysis,CSC,,,,
"KELT-18b: Puffy Planet, Hot Host, Probably Perturbed",,PHY,,,
BAMBI: An R package for Fitting Bivariate Angular Mixture Models,,,STA,,
Finite Sample Analysis of Two-Timescale Stochastic Approximation with Applications to Reinforcement Learning,CSC,,,,
Existence and uniqueness of solutions to Y-systems and TBA equations,,PHY,,,
Normalization of Neural Networks using Analytic Variance Propagation,,,STA,,
Ferrimagnetism in the Spin-1/2 Heisenberg Antiferromagnet on a Distorted Triangular Lattice,,PHY,,,
Delta sets for symmetric numerical semigroups with embedding dimension three,,,,,
Riemann-Hilbert problems for the resolved conifold,,,,,
On the Power of Over-parametrization in Neural Networks with Quadratic Activation,,,STA,,
Multi-Label Learning with Label Enhancement,CSC,,,,
Unsure When to Stop? Ask Your Semantic Neighbors,CSC,,STA,,
Deep Generative Learning via Variational Gradient Flow,CSC,,STA,,
Warming trend in cold season of the Yangtze River Delta and its correlation with Siberian high,,,STA,,
Modeling and Quantifying the Forces Driving Online Video Popularity Evolution,CSC,,,,
